"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00518074277800314,6,220,6.93363636363636,"GO:0007033 vacuole organization "," http://amigo.geneontology.org/amigo/term/GO:0007033"," RAB14  GAA  ATP2A2  VPS35  SCFD1  ARL8B"
0.00525538898760572,5,142,8.9518779342723,"GO:0006888 endoplasmic reticulum to Golgi vesicle-mediated transport "," http://amigo.geneontology.org/amigo/term/GO:0006888"," SCFD1  KDELR3  YIF1B  PGAP1  RAB2A"
0.00525538898760572,5,142,8.9518779342723,"GO:0008203 cholesterol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0008203"," CYP46A1  DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.00525538898760572,4,77,13.2069264069264,"GO:0009247 glycolipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0009247"," DPM1  PIGT  SCCPDH  PGAP1"
0.00525538898760572,3,31,24.6032258064516,"GO:0043949 regulation of cAMP-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0043949"," PDE2A  GNAS  GNAI1"
0.00566998253955095,3,32,23.834375,"GO:0006506 GPI anchor biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006506"," DPM1  PIGT  PGAP1"
0.00601964735051831,3,33,23.1121212121212,"GO:0006505 GPI anchor metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006505"," DPM1  PIGT  PGAP1"
0.00601964735051831,3,33,23.1121212121212,"GO:0006658 phosphatidylserine metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006658"," ABHD12  MBOAT2  OSBPL8"
0.00601964735051831,3,33,23.1121212121212,"GO:0046949 fatty-acyl-CoA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046949"," ACSL6  TECR  ACSL3"
0.00601964735051831,4,81,12.5547325102881,"GO:0140029 exocytic process "," http://amigo.geneontology.org/amigo/term/GO:0140029"," NAPB  RAB8A  EXOC4  EXOC3"
0.00624642050573946,2,7,72.6380952380952,"GO:0042760 very long-chain fatty acid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042760"," SLC27A2  SLC27A4"
0.00624642050573946,2,7,72.6380952380952,"GO:0050882 voluntary musculoskeletal movement "," http://amigo.geneontology.org/amigo/term/GO:0050882"," VPS35  ITPR1"
0.00624642050573946,4,82,12.4016260162602,"GO:0140056 organelle localization by membrane tethering "," http://amigo.geneontology.org/amigo/term/GO:0140056"," RAB8A  EXOC4  EXOC3  ATP2A2"
0.00624642050573946,2,7,72.6380952380952,"GO:0150093 amyloid-beta clearance by transcytosis "," http://amigo.geneontology.org/amigo/term/GO:0150093"," LRP1  RAB11B"
0.00626663403736222,7,329,5.40921985815603,"GO:0046394 carboxylic acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046394"," HACD3  TECR  SLC27A2  FADS1  ERLIN1  ERLIN2  CYP46A1"
0.00640133151428928,7,331,5.37653575025176,"GO:0016053 organic acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0016053"," HACD3  TECR  SLC27A2  FADS1  ERLIN1  ERLIN2  CYP46A1"
0.00640133151428928,11,810,3.45255144032922,"GO:0099536 synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099536"," GABRA1  RAP1A  NAPB  EXOC4  CYP46A1  CLCN3  KRAS  RAB8A  RAC3  ATP2A2  GNA11"
0.00644133320723398,5,152,8.36293859649123,"GO:1902652 secondary alcohol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902652"," CYP46A1  DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.00664682310702642,3,35,21.7914285714286,"GO:0090181 regulation of cholesterol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0090181"," ERLIN1  ERLIN2  DHCR7"
0.00666435449434984,4,85,11.9639215686275,"GO:0007193 adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007193"," ADCY5  PDE2A  GNAZ  GNAI1"
0.00740352373884,7,341,5.2188660801564,"GO:0008202 steroid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0008202"," CYP46A1  SLC27A2  DHCR7  ERLIN1  ERLIN2  CYB5R3  ATP1A1"
0.00794315511697043,10,701,3.62672372800761,"GO:1901137 carbohydrate derivative biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901137"," DPM1  ALG2  PIGT  STT3A  SCCPDH  ACSL6  ADCY5  TECR  ACSL3  PGAP1"
0.00823113175233014,3,38,20.0710526315789,"GO:1903539 protein localization to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:1903539"," RAB8A  RAP1A  VPS35"
0.00837461318984901,4,91,11.1750915750916,"GO:0022406 membrane docking "," http://amigo.geneontology.org/amigo/term/GO:0022406"," RAB8A  EXOC4  EXOC3  ATP2A2"
0.00839701197008131,5,163,7.79856850715746,"GO:0016125 sterol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0016125"," CYP46A1  DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.00868968248758876,3,39,19.5564102564103,"GO:0062237 protein localization to postsynapse "," http://amigo.geneontology.org/amigo/term/GO:0062237"," RAB8A  RAP1A  VPS35"
0.00898738812759218,5,166,7.65763052208835,"GO:0006633 fatty acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006633"," HACD3  TECR  FADS1  ERLIN1  ERLIN2"
0.00916761498704813,9,590,3.87813559322034,"GO:1901615 organic hydroxy compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901615"," DPM1  CYP46A1  COMT  SLC27A2  DHCR7  ERLIN1  ERLIN2  VPS35  CYB5R3"
0.00916761498704813,7,357,4.98496732026144,"GO:1990778 protein localization to cell periphery "," http://amigo.geneontology.org/amigo/term/GO:1990778"," RAB8A  VPS35  RAP1A  LRP1  ACSL3  GNAI1  RHOG"
0.00921146198556267,9,591,3.87157360406091,"GO:0044283 small molecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0044283"," HACD3  TECR  SLC27A2  DHCR7  ERLIN1  ERLIN2  FADS1  CYB5R3  CYP46A1"
0.00926381822021968,2,9,56.4962962962963,"GO:0036150 phosphatidylserine acyl-chain remodeling "," http://amigo.geneontology.org/amigo/term/GO:0036150"," MBOAT2  OSBPL8"
0.00926381822021968,2,9,56.4962962962963,"GO:0090522 vesicle tethering involved in exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0090522"," EXOC4  EXOC3"
0.00952233700235251,4,96,10.5930555555556,"GO:0010232 vascular transport "," http://amigo.geneontology.org/amigo/term/GO:0010232"," SLC27A4  LRP1  TFRC  SLC2A13"
0.00952233700235251,4,96,10.5930555555556,"GO:0150104 transport across blood-brain barrier "," http://amigo.geneontology.org/amigo/term/GO:0150104"," SLC27A4  LRP1  TFRC  SLC2A13"
0.0102174142382444,8,480,4.23722222222222,"GO:0010876 lipid localization "," http://amigo.geneontology.org/amigo/term/GO:0010876"," ATP9A  OSBPL8  SLC27A2  SLC27A4  ACSL3  CDS2  ARL8B  LRP1"
0.0102759986549535,6,264,5.7780303030303,"GO:1903522 regulation of blood circulation "," http://amigo.geneontology.org/amigo/term/GO:1903522"," ATP2A2  RHOA  TMEM38A  FAAH  ATP1A1  GAA"
0.010697444983184,3,43,17.7372093023256,"GO:0006904 vesicle docking involved in exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006904"," RAB8A  EXOC4  EXOC3"
0.010697444983184,4,100,10.1693333333333,"GO:0007040 lysosome organization "," http://amigo.geneontology.org/amigo/term/GO:0007040"," RAB14  GAA  VPS35  ARL8B"
0.010697444983184,2,10,50.8466666666667,"GO:0033572 transferrin transport "," http://amigo.geneontology.org/amigo/term/GO:0033572"," TFRC  RAB11B"
0.010697444983184,4,100,10.1693333333333,"GO:0080171 lytic vacuole organization "," http://amigo.geneontology.org/amigo/term/GO:0080171"," RAB14  GAA  VPS35  ARL8B"
0.010697444983184,2,10,50.8466666666667,"GO:0098887 neurotransmitter receptor transport endosome to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0098887"," VPS35  RAB8A"
0.010697444983184,2,10,50.8466666666667,"GO:0099639 neurotransmitter receptor transport endosome to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0099639"," VPS35  RAB8A"
0.010697444983184,2,10,50.8466666666667,"GO:1905165 regulation of lysosomal protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1905165"," VPS35  LRP1"
0.0107615537200404,4,101,10.0686468646865,"GO:0097306 cellular response to alcohol "," http://amigo.geneontology.org/amigo/term/GO:0097306"," ADCY5  SOD2  GNAS  GNAI1"
0.0110651941895407,5,179,7.10148975791434,"GO:0031503 protein-containing complex localization "," http://amigo.geneontology.org/amigo/term/GO:0031503"," RAB8A  EXOC3  VPS35  RAP1A  DNM3"
0.0110651941895407,5,179,7.10148975791434,"GO:0046890 regulation of lipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046890"," ERLIN1  ERLIN2  ATP1A1  DHCR7  ACSL3"
0.0114438762160662,3,45,16.9488888888889,"GO:1903426 regulation of reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903426"," RHOA  CLCN3  SOD2"
0.0116240148274621,4,104,9.77820512820513,"GO:0009062 fatty acid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009062"," FAAH  ECHS1  SLC27A2  SLC27A4"
0.0116240148274621,4,104,9.77820512820513,"GO:0019218 regulation of steroid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019218"," ERLIN1  ERLIN2  ATP1A1  DHCR7"
0.0122041250110712,5,184,6.90851449275362,"GO:0016482 cytosolic transport "," http://amigo.geneontology.org/amigo/term/GO:0016482"," VPS35  RAB14  RAB6B  ATP9A  ARL8B"
0.0124341215023892,10,764,3.32766143106457,"GO:0007268 chemical synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0007268"," GABRA1  RAP1A  NAPB  EXOC4  CYP46A1  CLCN3  KRAS  RAB8A  RAC3  ATP2A2"
0.0124341215023892,3,47,16.2276595744681,"GO:0035337 fatty-acyl-CoA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0035337"," ACSL3  ACSL6  TECR"
0.0124341215023892,10,764,3.32766143106457,"GO:0098916 anterograde trans-synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0098916"," GABRA1  RAP1A  NAPB  EXOC4  CYP46A1  CLCN3  KRAS  RAB8A  RAC3  ATP2A2"
0.0124341215023892,3,47,16.2276595744681,"GO:1902930 regulation of alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902930"," ERLIN1  ERLIN2  DHCR7"
0.0134074408676708,17,1874,2.30627890430452,"GO:0051049 regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051049"," RALA  RAP1A  RAB8A  RHOA  VPS35  TMEM38A  OSBPL8  SCFD1  ATP2A2  RAB11B  DNM3  LRP1  ATP9A  ACSL3  ADCY5  ATP1A1  PGAP1"
0.0134074408676708,10,773,3.28891763691246,"GO:0099537 trans-synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099537"," GABRA1  RAP1A  NAPB  EXOC4  CYP46A1  CLCN3  KRAS  RAB8A  RAC3  ATP2A2"
0.0140957825571014,2,12,42.3722222222222,"GO:1904321 response to forskolin "," http://amigo.geneontology.org/amigo/term/GO:1904321"," ADCY5  GNAI1"
0.0140957825571014,2,12,42.3722222222222,"GO:1904322 cellular response to forskolin "," http://amigo.geneontology.org/amigo/term/GO:1904322"," ADCY5  GNAI1"
0.0140957825571014,2,12,42.3722222222222,"GO:1904350 regulation of protein catabolic process in the vacuole "," http://amigo.geneontology.org/amigo/term/GO:1904350"," VPS35  LRP1"
0.0145693560944215,6,291,5.24192439862543,"GO:0034976 response to endoplasmic reticulum stress "," http://amigo.geneontology.org/amigo/term/GO:0034976"," DNAJC10  ERLIN1  TMEM33  ERLIN2  ITPR1  ATP2A2"
0.0150372418592198,5,196,6.48554421768707,"GO:0000910 cytokinesis "," http://amigo.geneontology.org/amigo/term/GO:0000910"," EXOC4  EXOC3  RHOA  RAB35  RHOB"
0.0150372418592198,3,51,14.9549019607843,"GO:0016601 Rac protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0016601"," RHOG  KRAS  HACD3"
0.0158476867549294,2,13,39.1128205128205,"GO:0030497 fatty acid elongation "," http://amigo.geneontology.org/amigo/term/GO:0030497"," HACD3  TECR"
0.0158476867549294,2,13,39.1128205128205,"GO:0042761 very long-chain fatty acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0042761"," HACD3  TECR"
0.0158476867549294,2,13,39.1128205128205,"GO:0052651 monoacylglycerol catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0052651"," ABHD12  FAAH"
0.0158476867549294,5,199,6.38777219430486,"GO:0099504 synaptic vesicle cycle "," http://amigo.geneontology.org/amigo/term/GO:0099504"," RAP1A  NAPB  DNM3  CLCN3  ATP2A2"
0.0158476867549294,2,13,39.1128205128205,"GO:1902931 negative regulation of alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902931"," ERLIN1  ERLIN2"
0.0160552214948346,4,117,8.69173789173789,"GO:0006664 glycolipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006664"," DPM1  PIGT  SCCPDH  PGAP1"
0.0160552214948346,3,53,14.3905660377358,"GO:0035384 thioester biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0035384"," ACSL6  TECR  ACSL3"
0.0160552214948346,3,53,14.3905660377358,"GO:0071616 acyl-CoA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0071616"," ACSL6  TECR  ACSL3"
0.0162936536886313,4,118,8.6180790960452,"GO:1903509 liposaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903509"," DPM1  PIGT  SCCPDH  PGAP1"
0.0165748474010988,4,119,8.54565826330532,"GO:0006892 post-Golgi vesicle-mediated transport "," http://amigo.geneontology.org/amigo/term/GO:0006892"," RAB14  EXOC4  SCFD1  ACSL3"
0.0165748474010988,3,54,14.1240740740741,"GO:0051055 negative regulation of lipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0051055"," ATP1A1  ERLIN1  ERLIN2"
0.0165748474010988,6,303,5.03432343234323,"GO:0072659 protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0072659"," RAB8A  VPS35  RAP1A  LRP1  ACSL3  RHOG"
0.0166367784581158,16,1757,2.3151584139632,"GO:0022008 neurogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022008"," CRTAC1  ACSL3  RHOG  RHOA  CNTNAP1  RAB35  SOD2  RAP1A  PIGT  KRAS  ACSL6  RAB8A  RAC3  DNM3  LRP1  PRKCQ"
0.0168093818021169,7,417,4.26770583533173,"GO:0006869 lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0006869"," ATP9A  OSBPL8  SLC27A2  SLC27A4  ACSL3  ARL8B  LRP1"
0.0174702191992854,13,1269,2.60443919096401,"GO:0033043 regulation of organelle organization "," http://amigo.geneontology.org/amigo/term/GO:0033043"," RHOA  RHOB  RAC3  RHOG  PDE2A  TMEM33  VPS35  RALA  PRKCQ  TFRC  SCFD1  GNAI1  LRP1"
0.0180183622884525,3,56,13.6196428571429,"GO:0019933 cAMP-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0019933"," PDE2A  GNAS  GNAI1"
0.0188630799572969,3,57,13.380701754386,"GO:1901570 fatty acid derivative biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901570"," ACSL6  TECR  ACSL3"
0.0191495854582199,2,15,33.8977777777778,"GO:0032933 SREBP signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0032933"," ERLIN1  ERLIN2"
0.0191495854582199,2,15,33.8977777777778,"GO:0045717 negative regulation of fatty acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0045717"," ERLIN1  ERLIN2"
0.0191495854582199,9,689,3.32089985486212,"GO:0051301 cell division "," http://amigo.geneontology.org/amigo/term/GO:0051301"," EXOC4  EXOC3  RHOA  RALA  GNAI1  ARL8B  ARL8A  RAB35  RHOB"
0.0191495854582199,2,15,33.8977777777778,"GO:0060628 regulation of ER to Golgi vesicle-mediated transport "," http://amigo.geneontology.org/amigo/term/GO:0060628"," SCFD1  PGAP1"
0.0191495854582199,4,126,8.07089947089947,"GO:0072329 monocarboxylic acid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0072329"," FAAH  ECHS1  SLC27A2  SLC27A4"
0.0191495854582199,2,15,33.8977777777778,"GO:0099638 endosome to plasma membrane protein transport "," http://amigo.geneontology.org/amigo/term/GO:0099638"," VPS35  RAB8A"
0.0191495854582199,3,58,13.15,"GO:1903409 reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903409"," RHOA  CLCN3  SOD2"
0.019770598784958,3,59,12.9271186440678,"GO:0050879 multicellular organismal movement "," http://amigo.geneontology.org/amigo/term/GO:0050879"," VPS35  ITPR1  GAA"
0.019770598784958,3,59,12.9271186440678,"GO:0050881 musculoskeletal movement "," http://amigo.geneontology.org/amigo/term/GO:0050881"," VPS35  ITPR1  GAA"
0.019770598784958,3,59,12.9271186440678,"GO:0097120 receptor localization to synapse "," http://amigo.geneontology.org/amigo/term/GO:0097120"," RAB8A  RAP1A  VPS35"
0.0212470618755611,2,16,31.7791666666667,"GO:0071501 cellular response to sterol depletion "," http://amigo.geneontology.org/amigo/term/GO:0071501"," ERLIN1  ERLIN2"
0.0212470618755611,2,16,31.7791666666667,"GO:0098969 neurotransmitter receptor transport to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0098969"," RAB8A  VPS35"
0.0213947681580366,4,131,7.76284987277354,"GO:0098661 inorganic anion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0098661"," GABRA1  SLC25A14  CLCN3  CLCN4"
0.0214808775585758,12,1151,2.65056472632493,"GO:1901135 carbohydrate derivative metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901135"," DPM1  ALG2  ACSL3  PIGT  STT3A  SCCPDH  ACSL6  ADCY5  PDE2A  PGAP1  RHOA  TECR"
0.0222359198302751,3,62,12.3016129032258,"GO:0043277 apoptotic cell clearance "," http://amigo.geneontology.org/amigo/term/GO:0043277"," RAB14  RHOG  LRP1"
0.023423990323685,2,17,29.9098039215686,"GO:0098877 neurotransmitter receptor transport to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0098877"," RAB8A  VPS35"
0.023423990323685,2,17,29.9098039215686,"GO:1903540 establishment of protein localization to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:1903540"," RAB8A  VPS35"
0.0237399231361504,5,227,5.59985315712188,"GO:0017157 regulation of exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0017157"," RALA  RAP1A  RAB8A  ATP2A2  ATP9A"
0.0238801592862795,3,64,11.9171875,"GO:0048278 vesicle docking "," http://amigo.geneontology.org/amigo/term/GO:0048278"," RAB8A  EXOC4  EXOC3"
0.0241045511235616,6,335,4.5534328358209,"GO:0016236 macroautophagy "," http://amigo.geneontology.org/amigo/term/GO:0016236"," ATP2A2  GAA  SCFD1  ARL8B  VPS35  EXOC4"
0.0245175110152978,8,589,3.45308432371251,"GO:0006914 autophagy "," http://amigo.geneontology.org/amigo/term/GO:0006914"," ATP2A2  RAB8A  GAA  SCFD1  ARL8B  VPS35  EXOC4  ITPR1"
0.0245175110152978,2,18,28.2481481481482,"GO:0006991 response to sterol depletion "," http://amigo.geneontology.org/amigo/term/GO:0006991"," ERLIN1  ERLIN2"
0.0245175110152978,4,139,7.31606714628297,"GO:0007041 lysosomal transport "," http://amigo.geneontology.org/amigo/term/GO:0007041"," RHOB  ARL8B  VPS35  LRP1"
0.0245175110152978,4,139,7.31606714628297,"GO:0046165 alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046165"," DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.0245175110152978,3,65,11.7338461538462,"GO:0046626 regulation of insulin receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0046626"," SLC27A4  OSBPL8  PRKCQ"
0.0245175110152978,2,18,28.2481481481482,"GO:0050884 neuromuscular process controlling posture "," http://amigo.geneontology.org/amigo/term/GO:0050884"," CNTNAP1  GAA"
0.0245175110152978,4,139,7.31606714628297,"GO:0060048 cardiac muscle contraction "," http://amigo.geneontology.org/amigo/term/GO:0060048"," ATP2A2  TMEM38A  GAA  ATP1A1"
0.0245175110152978,8,589,3.45308432371251,"GO:0061919 process utilizing autophagic mechanism "," http://amigo.geneontology.org/amigo/term/GO:0061919"," ATP2A2  RAB8A  GAA  SCFD1  ARL8B  VPS35  EXOC4  ITPR1"
0.0245175110152978,3,66,11.5560606060606,"GO:0061951 establishment of protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0061951"," VPS35  RAB8A  ACSL3"
0.0245175110152978,2,18,28.2481481481482,"GO:0071786 endoplasmic reticulum tubular network organization "," http://amigo.geneontology.org/amigo/term/GO:0071786"," TMEM33  RAB18"
0.0245175110152978,3,65,11.7338461538462,"GO:1900076 regulation of cellular response to insulin stimulus "," http://amigo.geneontology.org/amigo/term/GO:1900076"," SLC27A4  OSBPL8  PRKCQ"
0.0245175110152978,2,18,28.2481481481482,"GO:1905146 lysosomal protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1905146"," VPS35  LRP1"
0.025131515435223,6,342,4.46023391812865,"GO:0019932 second-messenger-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0019932"," ATP2A2  PDE2A  GNAS  ITPR1  TMEM38A  GNAI1"
0.0253605677017058,3,67,11.3835820895522,"GO:1903078 positive regulation of protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:1903078"," LRP1  ACSL3  RHOG"
0.0258719465972449,14,1522,2.33854577310556,"GO:0048699 generation of neurons "," http://amigo.geneontology.org/amigo/term/GO:0048699"," CRTAC1  ACSL3  RHOG  RHOA  CNTNAP1  RAB35  SOD2  RAP1A  PIGT  ACSL6  RAB8A  RAC3  DNM3  PRKCQ"
0.0263762602909077,2,19,26.7614035087719,"GO:0001845 phagolysosome assembly "," http://amigo.geneontology.org/amigo/term/GO:0001845"," RAB14  ARL8B"
0.0263762602909077,3,69,11.0536231884058,"GO:0033866 nucleoside bisphosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0033866"," ACSL6  TECR  ACSL3"
0.0263762602909077,3,69,11.0536231884058,"GO:0034030 ribonucleoside bisphosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0034030"," ACSL6  TECR  ACSL3"
0.0263762602909077,3,69,11.0536231884058,"GO:0034033 purine nucleoside bisphosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0034033"," ACSL6  TECR  ACSL3"
0.0263762602909077,4,144,7.06203703703704,"GO:0042157 lipoprotein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042157"," DPM1  PIGT  ABHD12  PGAP1"
0.0263762602909077,2,19,26.7614035087719,"GO:0055119 relaxation of cardiac muscle "," http://amigo.geneontology.org/amigo/term/GO:0055119"," ATP2A2  ATP1A1"
0.0263762602909077,6,348,4.38333333333333,"GO:0060249 anatomical structure homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0060249"," TFRC  CLCN3  KRAS  RAC3  GAA  ATP2A2"
0.0263762602909077,2,19,26.7614035087719,"GO:1903428 positive regulation of reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903428"," CLCN3  SOD2"
0.0263762602909077,2,19,26.7614035087719,"GO:2001135 regulation of endocytic recycling "," http://amigo.geneontology.org/amigo/term/GO:2001135"," RAB11B  ATP9A"
0.0271475761646251,5,241,5.27455048409405,"GO:0044242 cellular lipid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044242"," ABHD12  FAAH  ECHS1  SLC27A2  SLC27A4"
0.0271893239593017,4,146,6.96529680365297,"GO:0001508 action potential "," http://amigo.geneontology.org/amigo/term/GO:0001508"," GNA11  ATP1A1  CNTNAP1  ATP2A2"
0.0277468461354375,4,147,6.91791383219955,"GO:0007266 Rho protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0007266"," RHOA  RHOG  HACD3  RHOB"
0.0277812226055628,6,354,4.3090395480226,"GO:0006936 muscle contraction "," http://amigo.geneontology.org/amigo/term/GO:0006936"," ATP2A2  RHOA  TMEM38A  ATP1A1  GAA  GNAO1"
0.0277812226055628,6,354,4.3090395480226,"GO:0051235 maintenance of location "," http://amigo.geneontology.org/amigo/term/GO:0051235"," KDELR3  OSBPL8  TMEM38A  CDS2  ITPR1  GAA"
0.0278804155007458,3,71,10.7422535211268,"GO:0015909 long-chain fatty acid transport "," http://amigo.geneontology.org/amigo/term/GO:0015909"," SLC27A2  SLC27A4  ACSL3"
0.0286369892259603,4,149,6.82505592841163,"GO:0003158 endothelium development "," http://amigo.geneontology.org/amigo/term/GO:0003158"," RHOA  RAP1A  RHOB  PDE2A"
0.0287657258512943,3,72,10.5930555555556,"GO:0099024 plasma membrane invagination "," http://amigo.geneontology.org/amigo/term/GO:0099024"," RHOG  RHOA  CLCN3"
0.0297882456107994,3,73,10.4479452054795,"GO:0035418 protein localization to synapse "," http://amigo.geneontology.org/amigo/term/GO:0035418"," RAB8A  RAP1A  VPS35"
0.030259092975127,2,21,24.2126984126984,"GO:0046462 monoacylglycerol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046462"," ABHD12  FAAH"
0.0322554045443949,2,22,23.1121212121212,"GO:0007039 protein catabolic process in the vacuole "," http://amigo.geneontology.org/amigo/term/GO:0007039"," VPS35  LRP1"
0.0322554045443949,2,22,23.1121212121212,"GO:0010042 response to manganese ion "," http://amigo.geneontology.org/amigo/term/GO:0010042"," TFRC  SOD2"
0.0322554045443949,2,22,23.1121212121212,"GO:0016024 CDP-diacylglycerol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0016024"," CDS2  AGPAT3"
0.0322554045443949,6,368,4.14510869565217,"GO:0016042 lipid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0016042"," CYP46A1  ABHD12  FAAH  ECHS1  SLC27A2  SLC27A4"
0.0322554045443949,2,22,23.1121212121212,"GO:0036498 IRE1-mediated unfolded protein response "," http://amigo.geneontology.org/amigo/term/GO:0036498"," DNAJC10  TMEM33"
0.0322554045443949,5,254,5.00459317585302,"GO:0045055 regulated exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0045055"," RAP1A  NAPB  RAB11B  ATP2A2  ARL8B"
0.0322554045443949,2,22,23.1121212121212,"GO:0090141 positive regulation of mitochondrial fission "," http://amigo.geneontology.org/amigo/term/GO:0090141"," RALA  VPS35"
0.0332847432794985,5,257,4.9461738002594,"GO:0097305 response to alcohol "," http://amigo.geneontology.org/amigo/term/GO:0097305"," ADCY5  RHOA  SOD2  GNAS  GNAI1"
0.0346734908725652,10,934,2.72198429693076,"GO:0006886 intracellular protein transport "," http://amigo.geneontology.org/amigo/term/GO:0006886"," SEC61A1  VPS35  SCFD1  RAB18  RAB14  NAPB  RAB6B  RHOB  RAB8A  YIF1B"
0.0346734908725652,2,23,22.1072463768116,"GO:0045822 negative regulation of heart contraction "," http://amigo.geneontology.org/amigo/term/GO:0045822"," ATP1A1  ATP2A2"
0.0346734908725652,2,23,22.1072463768116,"GO:0048169 regulation of long-term neuronal synaptic plasticity "," http://amigo.geneontology.org/amigo/term/GO:0048169"," KRAS  RAB8A"
0.0373036467216147,2,24,21.1861111111111,"GO:0003159 morphogenesis of an endothelium "," http://amigo.geneontology.org/amigo/term/GO:0003159"," RHOA  RHOB"
